,,,,,,,,,,,
,,,,,,,,,,,
Customers Table,,,,,,,,,,,Managed by : Ajith Sinha
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Customer ID,Policy Holder Name,Gender,Age at Entry,Current Age,Occupation,Smoker Status,Medical Exam Required,Nationality,State,,
CUST-422036,Aayush Swamy,Female,54,59,Educational psychologist,Yes,No,India,Orissa,,
CUST-308470,Urvi Bhavsar,Female,48,67,Careers adviser,Yes,Yes,India,Orissa,,
CUST-491947,Aaina Kalla,Female,48,67,Museum/gallery exhibitions officer,No,Yes,India,Orissa,,
CUST-967350,Madhav Kaul,Female,19,40,Actor,Yes,Yes,India,Orissa,,
CUST-716358,Anay Thaker,Female,49,51,Press photographer,No,Yes,India,Orissa,,
CUST-844975,Keya Sami,Female,23,31,Administrator,No,Yes,India,Orissa,,
CUST-200892,Nitya Sabharwal,Female,28,45,Database administrator,Yes,Yes,India,Orissa,,
CUST-888284,Heer Ramachandran,Female,45,68,Ranger/warden,Yes,Yes,India,Orissa,,
CUST-952018,Ivan Gokhale,Female,44,56,Pharmacologist,No,Yes,India,Orissa,,
CUST-598845,Abram Saran,Female,56,73,Illustrator,Yes,No,India,Orissa,,
CUST-913446,Drishya Dar,Female,48,60,Animator,Yes,No,India,Orissa,,
CUST-111998,Yakshit Gole,Female,59,73,English as a foreign language teacher,No,No,India,Orissa,,
CUST-834057,Baiju Dyal,Female,32,40,Chartered certified accountant,No,No,India,Orissa,,
CUST-911941,Anahi Thakkar,Female,18,32,Paediatric nurse,Yes,No,India,Orissa,,
CUST-451505,Pranay Ghose,Female,22,47,"Engineer, electronics",No,Yes,India,Orissa,,
CUST-758397,Tara Chauhan,Female,42,54,Paediatric nurse,No,No,India,Orissa,,
CUST-579537,Emir Dhar,Female,53,55,Forensic scientist,No,No,India,Orissa,,
CUST-844009,Alia Krishnan,Female,18,25,Tourism officer,No,Yes,India,Orissa,,
CUST-667797,Tejas Kamdar,Female,33,41,Neurosurgeon,No,No,India,Orissa,,
CUST-159390,Dharmajan Babu,Female,55,71,Chartered loss adjuster,No,Yes,India,Orissa,,
CUST-309084,Navya Kara,Female,39,60,"Surveyor, minerals",Yes,No,India,Orissa,,
CUST-503071,Bhavin Solanki,Female,44,63,Gaffer,No,No,India,Orissa,,
CUST-252585,Gatik Sachdev,Female,41,63,"Therapist, sports",Yes,Yes,India,Orissa,,
CUST-895843,Miraya Lata,Female,35,53,Chief Financial Officer,Yes,Yes,India,Orissa,,
CUST-845060,Jhanvi Chahal,Female,54,78,Consulting civil engineer,No,Yes,India,Orissa,,
CUST-919705,Ojas Arya,Female,51,57,Dietitian,Yes,No,India,Orissa,,
CUST-387225,Damini Arya,Female,35,60,Landscape architect,No,No,India,Orissa,,
CUST-510753,Jivika Dayal,Female,26,41,Chartered management accountant,Yes,No,India,Orissa,,
CUST-176641,Prerak Halder,Female,29,37,Brewing technologist,Yes,No,India,Orissa,,
CUST-937408,Neysa Raj,Female,34,51,"Radiographer, diagnostic",Yes,No,India,Orissa,,
CUST-189675,Jayant Kala,Female,60,65,"Sales professional, IT",No,Yes,India,Andhra Pradesh,,
CUST-225459,Alisha Sinha,Female,22,47,Graphic designer,Yes,No,India,Andhra Pradesh,,
CUST-311996,Rania Mahal,Female,41,46,"Horticulturist, commercial",Yes,Yes,India,Andhra Pradesh,,
CUST-450640,Saanvi Dugal,Female,34,54,Software engineer,Yes,Yes,India,Andhra Pradesh,,
CUST-470554,Jivin Bava,Female,26,32,"Loss adjuster, chartered",Yes,Yes,India,Andhra Pradesh,,
CUST-554471,Saira Virk,Female,44,47,Oceanographer,No,No,India,Andhra Pradesh,,
CUST-516110,Zara Deol,Female,20,29,Film/video editor,No,No,India,Andhra Pradesh,,
CUST-643624,Nitya Vig,Female,41,50,"Surveyor, quantity",Yes,No,India,Andhra Pradesh,,
CUST-383774,Hazel Karpe,Female,18,27,Graphic designer,Yes,Yes,India,Andhra Pradesh,,
CUST-477841,Dishani Dhingra,Female,58,72,"Surveyor, insurance",Yes,Yes,India,Andhra Pradesh,,
CUST-633232,Vedika Bath,Female,45,63,English as a second language teacher,Yes,No,India,Andhra Pradesh,,
CUST-114405,Piya Kata,Female,48,66,Higher education careers adviser,No,Yes,India,Andhra Pradesh,,
CUST-805110,Sara Tank,Female,27,36,"Scientist, physiological",Yes,Yes,India,Andhra Pradesh,,
CUST-165157,Yashvi Lad,Female,46,59,Geophysicist/field seismologist,No,No,India,Andhra Pradesh,,
CUST-557635,Divij Wason,Female,35,60,"Civil engineer, contracting",No,No,India,Andhra Pradesh,,
CUST-868297,Priyansh Sehgal,Female,46,54,Corporate investment banker,No,No,India,Andhra Pradesh,,
CUST-715380,Rati Kamdar,Female,33,48,Electrical engineer,No,Yes,India,Andhra Pradesh,,
CUST-690571,Nitara Savant,Female,34,50,Chief Operating Officer,Yes,No,India,Andhra Pradesh,,
CUST-605321,Ishita Butala,Female,59,81,"Lecturer, further education",No,No,India,Andhra Pradesh,,
CUST-715105,Romil Chada,Female,32,48,"Lighting technician, broadcasting/film/video",Yes,Yes,India,Andhra Pradesh,,
CUST-673168,Keya Apte,Female,30,53,Dance movement psychotherapist,No,Yes,India,Andhra Pradesh,,
CUST-283453,Tara Master,Female,22,27,Waste management officer,Yes,No,India,Andhra Pradesh,,
CUST-555196,Kaira D?Alia,Female,58,64,Advertising account executive,No,No,India,Andhra Pradesh,,
CUST-157616,Baiju Mallick,Female,52,69,Clinical biochemist,Yes,Yes,India,Andhra Pradesh,,
CUST-366464,Rhea Mani,Female,30,51,IT consultant,Yes,Yes,India,Andhra Pradesh,,
CUST-427207,Jivin Zacharia,Female,42,65,English as a foreign language teacher,No,No,India,Andhra Pradesh,,
CUST-342614,Hiran Chacko,Female,55,63,Public relations officer,No,Yes,India,Andhra Pradesh,,
CUST-414290,Abram Chakraborty,Female,57,60,Midwife,Yes,Yes,India,Andhra Pradesh,,
CUST-543555,Armaan Barad,Female,52,56,Industrial/product designer,No,No,India,Andhra Pradesh,,
CUST-300296,Priyansh Ratti,Female,41,57,Lawyer,Yes,No,India,Andhra Pradesh,,
CUST-918672,Badal Bava,Female,53,56,Hotel manager,No,Yes,India,Andhra Pradesh,,
CUST-807231,Aarav Bail,Female,44,62,Industrial buyer,No,Yes,India,Andhra Pradesh,,
CUST-832117,Kanav Mangal,Female,21,46,Video editor,No,Yes,India,Andhra Pradesh,,
CUST-456475,Nirvaan Dani,Female,43,56,Radio producer,No,No,India,Andhra Pradesh,,
CUST-153139,Nehmat Vaidya,Female,38,56,Museum/gallery exhibitions officer,Yes,No,India,Andhra Pradesh,,
CUST-415375,Anika Grewal,Female,57,67,Speech and language therapist,Yes,Yes,India,Andhra Pradesh,,
CUST-657118,Prerak Kakar,Female,55,71,"Engineer, civil (contracting)",Yes,No,India,Andhra Pradesh,,
CUST-175401,Vanya Choudhry,Female,28,45,Nutritional therapist,Yes,No,India,Andhra Pradesh,,
CUST-494199,Yashvi Goyal,Female,36,56,Data processing manager,No,Yes,India,Andhra Pradesh,,
CUST-369885,Eshani Gola,Female,30,55,"Designer, blown glass/stained glass",No,Yes,India,Andhra Pradesh,,
CUST-993224,Aarush Ganesh,Female,60,83,Water quality scientist,Yes,No,India,Andhra Pradesh,,
CUST-749838,Kartik Gade,Female,31,33,Fashion designer,No,No,India,Andhra Pradesh,,
CUST-259647,Yakshit Thakur,Female,50,54,Learning mentor,No,No,India,Andhra Pradesh,,
CUST-612968,Azad Swamy,Female,33,39,"Engineer, electronics",Yes,Yes,India,Andhra Pradesh,,
CUST-423973,Khushi Taneja,Female,21,38,Dancer,No,Yes,India,Andhra Pradesh,,
CUST-216846,Amani Konda,Female,53,68,Medical sales representative,No,No,India,Andhra Pradesh,,
CUST-379814,Jiya Kalla,Female,59,78,"Administrator, education",No,Yes,India,Andhra Pradesh,,
CUST-622749,Kavya Ray,Female,19,22,"Education officer, community",No,No,India,Andhra Pradesh,,
CUST-870807,Amira Bhargava,Female,35,52,"Psychologist, forensic",No,No,India,Andhra Pradesh,,
CUST-162930,Azad Garde,Female,24,40,Colour technologist,Yes,Yes,India,Andhra Pradesh,,
CUST-128197,Misha Gade,Female,18,40,"Designer, graphic",Yes,No,India,Andhra Pradesh,,
CUST-603996,Eva Das,Female,46,49,Optometrist,Yes,Yes,India,Andhra Pradesh,,
CUST-755198,Mohanlal Golla,Female,60,69,Personnel officer,Yes,Yes,India,Andhra Pradesh,,
CUST-469251,Adira Singh,Female,30,50,Medical secretary,No,Yes,India,Andhra Pradesh,,
CUST-864432,Rhea Kurian,Female,28,38,Translator,Yes,No,India,Andhra Pradesh,,
CUST-849862,Nakul Yadav,Female,45,64,Estate manager/land agent,No,Yes,India,Andhra Pradesh,,
CUST-860848,Lakshit Sule,Female,59,70,International aid/development worker,Yes,No,India,Andhra Pradesh,,
CUST-982233,Mannat Buch,Female,55,74,Educational psychologist,Yes,No,India,Andhra Pradesh,,
CUST-324913,Sumer Das,Female,21,33,Airline pilot,Yes,Yes,India,Andhra Pradesh,,
CUST-384658,Hunar Dora,Female,27,34,Academic librarian,No,No,India,Andhra Pradesh,,
CUST-759330,Ryan Boase,Female,36,61,Best boy,Yes,No,India,Andhra Pradesh,,
CUST-136451,Kismat Borra,Female,54,78,"Nurse, mental health",No,No,India,Andhra Pradesh,,
CUST-263273,Jivin Mann,Female,50,62,"Doctor, hospital",No,Yes,India,Andhra Pradesh,,
CUST-648318,Azad Tandon,Female,46,69,Advertising art director,No,No,India,Andhra Pradesh,,
CUST-916383,Mishti Dash,Female,18,19,Barrister's clerk,Yes,Yes,India,Andhra Pradesh,,
CUST-130646,Aaryahi Tella,Female,39,49,Electrical engineer,No,No,India,Andhra Pradesh,,
CUST-149256,Shray Kalita,Female,51,74,Travel agency manager,No,Yes,India,Andhra Pradesh,,
CUST-676801,Reyansh Jha,Female,31,47,"Therapist, sports",Yes,No,India,Andhra Pradesh,,
CUST-130323,Rati Badami,Female,24,28,Aeronautical engineer,Yes,Yes,India,Andhra Pradesh,,
CUST-975811,Navya Gola,Female,37,62,Sports coach,Yes,No,India,Andhra Pradesh,,
CUST-197057,Sara Dhawan,Female,39,55,Museum/gallery exhibitions officer,Yes,Yes,India,Andhra Pradesh,,
CUST-360208,Zain Balakrishnan,Female,53,56,Government social research officer,No,No,India,Andhra Pradesh,,
CUST-333250,Dishani Bedi,Female,21,39,Dramatherapist,No,No,India,Andhra Pradesh,,
CUST-136915,Tejas Chawla,Female,41,53,Administrator,No,Yes,India,Andhra Pradesh,,
CUST-725351,Arhaan Ray,Female,20,44,Careers information officer,Yes,No,India,Andhra Pradesh,,
CUST-222618,Gatik Mann,Female,50,67,Press sub,Yes,No,India,Andhra Pradesh,,
CUST-859174,Rhea Ramachandran,Female,29,46,Art therapist,No,No,India,Andhra Pradesh,,
CUST-978034,Zeeshan Ram,Female,22,29,Management consultant,Yes,Yes,India,Andhra Pradesh,,
CUST-639416,Keya Vora,Female,22,41,Emergency planning/management officer,Yes,No,India,Andhra Pradesh,,
CUST-795469,Gatik Trivedi,Female,22,46,"Programmer, applications",No,Yes,India,Andhra Pradesh,,
CUST-694390,Azad Doshi,Female,59,63,Clinical embryologist,No,No,India,Andhra Pradesh,,
CUST-211996,Zoya Rau,Female,22,42,Hydrologist,No,Yes,India,Andhra Pradesh,,
CUST-447232,Navya Subramanian,Female,22,33,Catering manager,Yes,Yes,India,Andhra Pradesh,,
CUST-796082,Nitara Deo,Female,51,74,Logistics and distribution manager,Yes,No,India,Andhra Pradesh,,
CUST-299341,Anahi Sule,Female,47,49,Environmental consultant,Yes,Yes,India,Andhra Pradesh,,
CUST-859681,Samiha Ratti,Female,57,77,Mechanical engineer,Yes,Yes,India,Andhra Pradesh,,
CUST-950366,Tarini Agrawal,Female,34,50,Environmental manager,Yes,Yes,India,Andhra Pradesh,,
CUST-512832,Ivan Chauhan,Female,58,81,Travel agency manager,No,Yes,India,Andhra Pradesh,,
CUST-911079,Onkar Suri,Female,54,58,Early years teacher,No,Yes,India,Andhra Pradesh,,
CUST-118089,Ojas Grover,Female,32,38,Housing manager/officer,Yes,No,India,Andhra Pradesh,,
CUST-986214,Shayak Apte,Female,39,48,Electrical engineer,No,No,India,Andhra Pradesh,,
CUST-400701,Zain Agate,Female,38,42,Photographer,No,Yes,India,Andhra Pradesh,,
CUST-266837,Shray Kannan,Female,18,32,Ceramics designer,Yes,Yes,India,Andhra Pradesh,,
CUST-409397,Anaya Iyengar,Female,23,43,"Geneticist, molecular",Yes,No,India,Andhra Pradesh,,
CUST-412993,Riaan Solanki,Female,51,71,Television production assistant,No,No,India,Andhra Pradesh,,
CUST-242388,Aaina Suri,Female,26,36,Editorial assistant,No,No,India,Andhra Pradesh,,
CUST-961124,Ira Tank,Female,25,45,"Geologist, engineering",No,Yes,India,Andhra Pradesh,,
CUST-803721,Rania Rajan,Female,32,37,Information officer,No,No,India,Andhra Pradesh,,
CUST-474664,Ranbir Halder,Female,57,58,Geophysical data processor,Yes,Yes,India,Andhra Pradesh,,
CUST-590139,Saanvi Chaudhuri,Female,38,58,Learning mentor,Yes,No,India,Andhra Pradesh,,
CUST-737801,Kanav Goda,Female,49,55,Games developer,No,Yes,India,Andhra Pradesh,,
CUST-460631,Tarini Sarma,Female,24,48,Financial trader,No,Yes,India,Andhra Pradesh,,
CUST-675657,Yashvi Dasgupta,Female,20,33,Interpreter,No,Yes,India,Andhra Pradesh,,
CUST-780567,Pari Sachdev,Female,18,38,"Surveyor, rural practice",No,No,India,Andhra Pradesh,,
CUST-320226,Vanya Comar,Female,26,34,Sales executive,Yes,No,India,Andhra Pradesh,,
CUST-584470,Shamik Kant,Female,52,71,Insurance risk surveyor,No,No,India,Andhra Pradesh,,
CUST-383587,Mishti Kashyap,Female,25,39,"Nurse, learning disability",No,Yes,India,Andhra Pradesh,,
CUST-145620,Jivin Dyal,Female,19,25,Nature conservation officer,No,No,India,Andhra Pradesh,,
CUST-456614,Alisha Tripathi,Female,42,62,Dramatherapist,No,No,India,Andhra Pradesh,,
CUST-942129,Lakshit Chandran,Female,59,73,Public affairs consultant,No,Yes,India,Andhra Pradesh,,
CUST-980545,Riya Balan,Female,45,47,"Administrator, arts",No,Yes,India,Jharkhand,,
CUST-501408,Shray Uppal,Female,40,43,"Surveyor, quantity",No,No,India,Jharkhand,,
CUST-161555,Divit Savant,Female,43,64,Editorial assistant,No,Yes,India,Jharkhand,,
CUST-303569,Saanvi Desai,Female,21,23,Dispensing optician,No,No,India,Jharkhand,,
CUST-198051,Yashvi Jani,Female,21,26,"Civil engineer, contracting",No,No,India,Jharkhand,,
CUST-540793,Piya Viswanathan,Female,20,28,Air cabin crew,No,Yes,India,Jharkhand,,
CUST-995354,Indranil Madan,Female,24,25,"Conservation officer, historic buildings",No,Yes,India,Jharkhand,,
CUST-713569,Pihu Devi,Female,19,24,Fine artist,No,No,India,Jharkhand,,
CUST-222118,Gatik Bora,Female,32,52,Solicitor,No,Yes,India,Jharkhand,,
CUST-364127,Saira Chaudhuri,Female,26,38,Surgeon,No,Yes,India,Jharkhand,,
CUST-450280,Lakshit Gupta,Female,37,51,Location manager,No,Yes,India,Jharkhand,,
CUST-631011,Samarth Kalla,Female,47,71,Clinical embryologist,No,Yes,India,Jharkhand,,
CUST-695993,Farhan Karnik,Female,56,63,Biomedical scientist,No,Yes,India,Jharkhand,,
CUST-570987,Manjari Sant,Female,48,67,Careers adviser,No,No,India,Jharkhand,,
CUST-291947,Mehul Bhattacharyya,Female,36,59,English as a second language teacher,No,Yes,India,Jharkhand,,
CUST-456617,Dhruv Sanghvi,Female,33,50,"Designer, jewellery",No,Yes,India,Jharkhand,,
CUST-206410,Eva Sethi,Female,43,63,"Engineer, technical sales",No,Yes,India,Jharkhand,,
CUST-557385,Saira Karan,Female,44,56,"Scientist, research (life sciences)",No,No,India,Jharkhand,,
CUST-117295,Miraya Sengupta,Female,50,60,Animal nutritionist,No,No,India,Jharkhand,,
CUST-255912,Aaina Kulkarni,Female,48,49,Facilities manager,No,No,India,Jharkhand,,
CUST-194700,Badal Chaudhuri,Female,40,50,Dancer,No,Yes,India,Jharkhand,,
CUST-546003,Jayan Sundaram,Female,37,62,Midwife,No,No,India,Jharkhand,,
CUST-366001,Biju Madan,Female,58,66,"Radiographer, diagnostic",No,No,India,Jharkhand,,
CUST-316002,Biju Master,Female,18,27,Armed forces logistics/support/administrative officer,No,Yes,India,Jharkhand,,
CUST-886975,Chirag Lanka,Female,30,35,"Conservator, furniture",No,Yes,India,Jharkhand,,
CUST-631562,Ryan Saha,Female,30,36,Freight forwarder,No,No,India,Jharkhand,,
CUST-748746,Ritvik Swaminathan,Female,55,76,Charity fundraiser,No,No,India,Jharkhand,,
CUST-314605,Zoya Kata,Female,55,78,"Runner, broadcasting/film/video",No,Yes,India,Jharkhand,,
CUST-991839,Divij Thaker,Female,48,63,"Investment banker, corporate",No,Yes,India,Jharkhand,,
CUST-447259,Keya Bhatt,Female,35,38,Fisheries officer,No,Yes,India,Jharkhand,,
CUST-887928,Zeeshan Dube,Female,33,48,IT technical support officer,No,Yes,India,Jharkhand,,
CUST-169829,Sahil Chandran,Female,22,28,"Therapist, horticultural",No,No,India,Jharkhand,,
CUST-580860,Nakul Sinha,Female,25,50,"Exhibitions officer, museum/gallery",No,Yes,India,Jharkhand,,
CUST-771959,Amani Sachdeva,Female,47,65,Art therapist,No,No,India,Jharkhand,,
CUST-895896,Myra Saran,Female,39,41,Printmaker,No,No,India,Jharkhand,,
CUST-644783,Vivaan Jayaraman,Female,29,54,Data scientist,No,Yes,India,Jharkhand,,
CUST-907686,Taimur Sahni,Female,50,63,Telecommunications researcher,No,Yes,India,Jharkhand,,
CUST-673125,Ayesha Mann,Female,53,64,Film/video editor,No,No,India,Jharkhand,,
CUST-202177,Hiran Arya,Female,51,68,"Designer, textile",No,Yes,India,Jharkhand,,
CUST-986814,Sara Kulkarni,Female,48,50,"Engineer, technical sales",No,Yes,India,Jharkhand,,
CUST-705856,Gokul Subramanian,Female,25,37,Chiropodist,No,Yes,India,Jharkhand,,
CUST-306561,Anay Sunder,Female,35,42,Community education officer,No,Yes,India,Jharkhand,,
CUST-416420,Ela Vyas,Female,53,71,Actuary,No,Yes,India,Jharkhand,,
CUST-161439,Jiya Lata,Female,18,34,Sport and exercise psychologist,No,No,India,Jharkhand,,
CUST-101582,Suhana Char,Female,31,41,Dispensing optician,No,Yes,India,Jharkhand,,
CUST-801101,Shray Khurana,Female,32,55,"Therapist, sports",No,Yes,India,Jharkhand,,
CUST-782881,Abram Sarna,Female,23,32,Printmaker,No,Yes,India,Jharkhand,,
CUST-378598,Alia Chaudry,Female,33,44,Risk analyst,No,No,India,Jharkhand,,
CUST-277726,Jiya Savant,Female,50,52,Dance movement psychotherapist,No,No,India,Jharkhand,,
CUST-469841,Pari Dhawan,Female,43,59,IT technical support officer,No,Yes,India,Jharkhand,,
CUST-215317,Anahi Kadakia,Female,52,61,"Education officer, environmental",No,No,India,Jharkhand,,
CUST-187176,Zaina Barman,Female,60,84,"Engineer, drilling",No,Yes,India,Jharkhand,,
CUST-463843,Neysa Bhattacharyya,Female,42,48,Politician's assistant,No,No,India,Jharkhand,,
CUST-878303,Rasha Ramachandran,Female,55,75,"Programme researcher, broadcasting/film/video",No,Yes,India,Jharkhand,,
CUST-780768,Myra Ben,Female,53,76,Land,No,No,India,Jharkhand,,
CUST-641800,Urvi Sharma,Female,52,57,"Engineer, manufacturing",No,No,India,Jharkhand,,
CUST-805809,Lakshit Gopal,Female,35,37,Financial controller,No,Yes,India,Jharkhand,,
CUST-276143,Samar Batra,Female,18,20,Trade union research officer,No,No,India,Jharkhand,,
CUST-476073,Nirvaan Dutt,Female,35,58,"Psychotherapist, dance movement",No,No,India,Jharkhand,,
CUST-751015,Kiaan Jayaraman,Female,58,62,Water engineer,No,Yes,India,Jharkhand,,
CUST-427353,Raunak Sidhu,Female,39,61,"Sales professional, IT",No,Yes,India,Jharkhand,,
CUST-736824,Parinaaz Gokhale,Female,35,40,Clinical research associate,No,No,India,Jharkhand,,
CUST-381938,Saanvi Dara,Female,36,47,Television/film/video producer,No,No,India,Jharkhand,,
CUST-905525,Suhana Sura,Female,30,50,Rural practice surveyor,No,No,India,Jharkhand,,
CUST-692740,Hiran Chakraborty,Female,51,75,"Civil engineer, contracting",No,Yes,India,Jharkhand,,
CUST-488217,Vidur Jaggi,Female,42,58,Dealer,Yes,Yes,India,Jharkhand,,
CUST-713010,Romil Bassi,Female,55,59,Armed forces operational officer,Yes,No,India,Jharkhand,,
CUST-213869,Vidur Sama,Female,58,61,Recycling officer,Yes,No,India,Jharkhand,,
CUST-963476,Vidur Bansal,Female,44,61,Mechanical engineer,Yes,Yes,India,Jharkhand,,
CUST-636941,Jivika Buch,Female,55,77,Public house manager,Yes,Yes,India,Jharkhand,,
CUST-338151,Hunar Desai,Female,21,34,Health and safety adviser,Yes,Yes,India,Jharkhand,,
CUST-760952,Saanvi Ghose,Female,48,71,"Presenter, broadcasting",Yes,No,India,Jharkhand,,
CUST-584009,Dishani Bava,Female,21,42,Psychiatric nurse,Yes,Yes,India,Jharkhand,,
CUST-890624,Devansh Sangha,Female,19,22,"Engineer, electrical",Yes,No,India,Jharkhand,,
CUST-369360,Lakshay Brahmbhatt,Female,37,59,"Designer, industrial/product",Yes,No,India,Jharkhand,,
CUST-946557,Drishya Taneja,Female,26,48,Geophysical data processor,Yes,Yes,India,Jharkhand,,
CUST-512711,Lakshay Chowdhury,Female,18,38,Regulatory affairs officer,Yes,Yes,India,Jharkhand,,
CUST-683267,Lakshit Loyal,Female,45,47,Merchant navy officer,Yes,Yes,India,Jharkhand,,
CUST-915029,Lakshay Buch,Female,28,35,Field trials officer,Yes,Yes,India,Jharkhand,,
CUST-940982,Yakshit Sabharwal,Female,46,70,Radio producer,Yes,Yes,India,Jharkhand,,
CUST-198704,Yasmin Dube,Female,18,40,"Journalist, broadcasting",Yes,Yes,India,Jharkhand,,
CUST-730542,Devansh Kashyap,Female,22,23,Special effects artist,Yes,Yes,India,Jharkhand,,
CUST-695208,Nitara Bora,Female,41,57,Youth worker,Yes,No,India,Jharkhand,,
CUST-229798,Vihaan Agarwal,Female,38,55,Retail manager,Yes,No,India,Jharkhand,,
CUST-921971,Riaan De,Female,21,35,Ergonomist,Yes,Yes,India,Jharkhand,,
CUST-702993,Sara Ramanathan,Female,21,41,Intelligence analyst,Yes,Yes,India,Jharkhand,,
CUST-379034,Chirag Kade,Female,43,45,Geophysicist/field seismologist,Yes,No,India,Jharkhand,,
CUST-321567,Advik Balan,Female,18,19,"Scientist, water quality",Yes,No,India,Jharkhand,,
CUST-372043,Pari Mangat,Female,55,79,Race relations officer,Yes,No,India,Jharkhand,,
CUST-230449,Azad Dugar,Female,46,48,Advertising account planner,Yes,No,India,Jharkhand,,
CUST-423756,Zara Srivastava,Female,31,43,"Education officer, museum",Yes,Yes,India,Jharkhand,,
CUST-574776,Nishith Chand,Female,43,49,Civil Service administrator,Yes,Yes,India,Jharkhand,,
CUST-609742,Oorja Rege,Female,28,47,Television floor manager,Yes,No,India,Jharkhand,,
CUST-847854,Rasha Bhatti,Female,18,41,Dentist,Yes,No,India,Jharkhand,,
CUST-814677,Ojas Tandon,Female,58,72,Glass blower/designer,Yes,No,India,Jharkhand,,
CUST-356188,Rohan Bhavsar,Female,57,69,Ranger/warden,Yes,Yes,India,Jharkhand,,
CUST-150273,Mamooty Bera,Female,45,57,Corporate investment banker,Yes,Yes,India,Jharkhand,,
CUST-939807,Biju Kulkarni,Female,35,50,Banker,Yes,Yes,India,Jharkhand,,
CUST-138654,Advik De,Female,36,45,Tax inspector,Yes,Yes,India,Jharkhand,,
CUST-853983,Myra Sachdeva,Female,27,33,Research scientist (maths),Yes,No,India,Jharkhand,,
CUST-306974,Saanvi Das,Female,32,55,Leisure centre manager,Yes,No,India,Jharkhand,,
CUST-977190,Ojas Viswanathan,Female,23,25,Soil scientist,Yes,Yes,India,Jharkhand,,
CUST-848431,Aradhya Krishnan,Female,33,37,"Programme researcher, broadcasting/film/video",Yes,No,India,Jharkhand,,
CUST-494388,Hrishita Choudhary,Female,18,31,Facilities manager,Yes,No,India,Jharkhand,,
CUST-728115,Suhana D?Alia,Female,29,52,Production manager,Yes,Yes,India,Jharkhand,,
CUST-869706,Aarna Kade,Female,45,58,"Librarian, academic",Yes,Yes,India,Jharkhand,,
CUST-384396,Vihaan Sani,Female,36,60,"Designer, industrial/product",Yes,Yes,India,Jharkhand,,
CUST-948629,Shalv Banik,Female,52,72,"Librarian, academic",Yes,No,India,Jharkhand,,
CUST-565185,Jayan Madan,Female,37,45,Customer service manager,Yes,Yes,India,Jharkhand,,
CUST-520342,Nayantara Madan,Female,45,65,"Research officer, political party",Yes,No,India,Jharkhand,,
CUST-760107,Diya Dutt,Female,49,70,Public relations officer,Yes,Yes,India,Jharkhand,,
CUST-814460,Armaan Gill,Female,24,30,Bookseller,Yes,Yes,India,Jharkhand,,
CUST-509253,Lagan Raju,Female,47,60,Multimedia programmer,Yes,No,India,Jharkhand,,
CUST-782171,Arnav Bahri,Female,54,59,Barrister,Yes,No,India,Jharkhand,,
CUST-468301,Miraan Das,Female,43,51,"Surveyor, mining",Yes,No,India,Jharkhand,,
CUST-654343,Anika Iyengar,Female,47,56,Production engineer,Yes,Yes,India,Jharkhand,,
CUST-154227,Alisha Basu,Female,18,28,"Psychologist, educational",Yes,Yes,India,Jharkhand,,
CUST-287442,Nitya Krishnan,Female,52,63,Call centre manager,Yes,No,India,Jharkhand,,
CUST-429509,Nakul Mand,Female,55,66,"Engineer, agricultural",Yes,No,India,Jharkhand,,
CUST-605706,Riaan Edwin,Female,42,49,Set designer,Yes,No,India,Jharkhand,,
CUST-763330,Anay Chatterjee,Female,45,65,Printmaker,Yes,Yes,India,Jharkhand,,
CUST-551219,Ranbir Rege,Female,33,37,Estate agent,Yes,Yes,India,Jharkhand,,
CUST-877773,Charvi Jani,Female,28,41,"Surveyor, planning and development",Yes,Yes,India,Jharkhand,,
CUST-338155,Samaira Bahri,Female,24,27,Recycling officer,Yes,Yes,India,Jharkhand,,
CUST-329038,Yuvraj  Mangat,Female,25,39,"Producer, radio",Yes,Yes,India,Jharkhand,,
CUST-802805,Raghav Mand,Female,59,74,"Psychologist, sport and exercise",Yes,No,India,Jharkhand,,
CUST-388181,Vivaan Ramaswamy,Female,56,57,Actor,Yes,No,India,Jharkhand,,
CUST-120991,Krish Gour,Female,30,37,Database administrator,Yes,No,India,Jharkhand,,
CUST-148654,Aniruddh Boase,Female,34,37,Publishing rights manager,Yes,Yes,India,Jharkhand,,
CUST-126904,Samarth Badal,Female,26,36,"Surveyor, planning and development",Yes,Yes,India,Jharkhand,,
CUST-180870,Kavya Kuruvilla,Female,18,42,"Buyer, industrial",Yes,Yes,India,Jharkhand,,
CUST-759851,Keya Kothari,Female,35,47,Chief Executive Officer,Yes,No,India,Jharkhand,,
CUST-926732,Rohan Mani,Female,60,75,Careers information officer,Yes,Yes,India,Jharkhand,,
CUST-195566,Yasmin Goswami,Female,19,33,Arboriculturist,Yes,No,India,Jharkhand,,
CUST-635935,Biju Dara,Female,23,39,"Accountant, chartered certified",Yes,Yes,India,Jharkhand,,
CUST-172337,Jivin Sandal,Female,42,45,Pathologist,Yes,No,India,Jharkhand,,
CUST-104247,Jivin Kapur,Female,36,53,Geophysicist/field seismologist,Yes,No,India,Jharkhand,,
CUST-951161,Shayak Babu,Female,22,30,"Librarian, academic",Yes,No,India,Jharkhand,,
CUST-937012,Vritika Gera,Female,60,79,Physiotherapist,Yes,Yes,India,Jharkhand,,
